,Pclass,Sex,Age,SibSp,Parch,Hometown,Boarded,Lifeboat,survived
383,1,female,35.0,1,0,"New York, New York, US",Southampton,8,1
384,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
385,2,male,18.0,0,0,"Lyndhurst, Hampshire, England",Southampton,,0
386,3,male,1.0,5,2,"Fulham, England",Southampton,,0
387,2,female,36.0,0,0,"Sittingbourne, Kent, England",Southampton,9,1
388,3,male,,0,0,"Mohill, Leitrim, Ireland",Queenstown,,0
389,2,female,17.0,0,0,"Lotzwil, Switzerland",Cherbourg,12,1
390,1,male,36.0,1,2,"Bryn Mawr, Pennsylvania, US",Southampton,C,1
391,3,male,21.0,0,0,"Örebro, Sweden",Southampton,A,1
392,3,male,28.0,2,0,"Ruotsinpyhtää, Finland",Southampton,,0
393,1,female,23.0,1,0,"Lexington, Massachusetts, US",Cherbourg,6,1
394,3,female,24.0,0,2,"Motala, Östergötland, Sweden",Southampton,13,1
395,3,male,22.0,0,0,"Frostensmåla, Småland, Sweden",Southampton,,0
396,3,female,31.0,0,0,"Södra Brantevik, Sweden",Southampton,,0
397,2,male,46.0,0,0,"Guernsey, Channel Islands",Southampton,,0
398,2,male,23.0,0,0,"Hamilton, Ontario, Canada",Southampton,,0
399,2,female,28.0,0,0,"Columbus, Ohio, US",Southampton,9,1
400,3,male,39.0,0,0,"Kivijärvi, Finland",Southampton,9,1
401,3,male,26.0,0,0,"Bournemouth, Dorset, England",Southampton,,0
402,3,female,21.0,1,0,"Paavola, Northern Ostrobothnia, Finland",Southampton,,0
403,3,male,28.0,1,0,"Helsinki, Finland",Southampton,,0
404,3,female,20.0,0,0,"Konjsko Brdo, Croatia",Southampton,,0
405,2,male,34.0,1,0,"Harrowbarrow, Cornwall, England",Southampton,,0
406,3,male,51.0,0,0,"Algutsrum, Kalmar, Sweden",Southampton,,0
407,2,male,3.0,1,1,"Penzance, Cornwall, England",Southampton,4,1
408,3,male,21.0,0,0,"Bremnes, Norway",Southampton,,0
409,3,female,,3,1,"Liévin, Pas-de-Calais, France",Southampton,,0
410,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
411,3,male,,0,0,"Ballysadare, Sligo, Ireland",Queenstown,,0
412,1,female,33.0,1,0,"Fond du Lac, Wisconsin, US",Southampton,14,1
413,2,male,,0,0,"Belfast, Ireland",Belfast,,0
414,3,male,44.0,0,0,"Munsala, Finland",Southampton,15,1
415,3,female,,0,0,"Penarth, Glamorgan, Wales",Southampton,,0
416,2,female,34.0,1,1,"Greenport, New York, US",Southampton,10,1
417,2,female,18.0,0,2,"Tornio, Finland, Russian Empire[note 6]",Southampton,16,1
418,2,male,30.0,0,0,"St Austell, Cornwall, England",Southampton,,0
419,3,female,10.0,0,2,"Kerksken, Belgium",Southampton,,0
420,3,male,,0,0,"Unknown, Bulgaria",Cherbourg,,0
421,3,male,21.0,0,0,"Ballinalee, Longford, Ireland",Queenstown,,0
422,3,male,29.0,0,0,"Todtmoos, Germany",Southampton,,0
423,3,female,28.0,1,1,"Göteborg, Västergötland, Sweden",Southampton,,0
424,3,male,18.0,1,1,"Suistamo, Finland",Southampton,,0
425,3,male,,0,0,"London, England",Southampton,,0
426,2,female,28.0,1,0,"Netley Abbey, Hampshire, England",Southampton,14,1
427,2,female,19.0,0,0,"Birmingham, Worcester, England",Southampton,11,1
428,3,male,,0,0,"Cuilkillew, Mayo, Ireland",Queenstown,,0
429,3,male,32.0,0,0,"Warsaw, Poland",Southampton,9,1
430,1,male,28.0,0,0,"Stockholm, Sweden",Southampton,D,1
431,3,female,,1,0,"Maidstone, Kent, England",Southampton,10,1
432,2,female,42.0,1,0,"Weston-super-Mare, North Somerset, England",Southampton,14,1
433,3,male,17.0,0,0,"Kauhajoki, Finland",Southampton,,0
434,1,male,50.0,1,0,"Duluth, Minnesota, US",Cherbourg,,0
435,1,female,14.0,1,2,"Bryn Mawr, Pennsylvania, US",Southampton,4,1
436,3,female,21.0,2,2,"Rotherfield, East Sussex, England",Southampton,,0
437,2,female,24.0,2,3,"Penzance, Cornwall, England",Southampton,4,1
438,1,male,64.0,1,4,"Winnipeg, Manitoba, Canada",Southampton,,0
439,2,male,31.0,0,0,"Trollhättan, Västergötland, Sweden",Southampton,,0
440,2,female,45.0,1,1,"Ilford, Essex, England",Southampton,14,1
441,3,male,20.0,0,0,"Westrozebeke, Belgium",Southampton,,0
442,3,male,25.0,1,0,"Västermo, Södermanland, Sweden",Southampton,,0
443,2,female,28.0,0,0,"Marbella, Spain",Southampton,9,1
444,3,male,,0,0,"Avaldsnes, Stavanger, Norway",Southampton,13,1
445,1,male,4.0,0,2,"San Francisco, California, US",Southampton,5,1
446,2,female,13.0,0,1,"Wimbledon, London, England",Southampton,14,1
447,1,male,34.0,0,0,"New York, New York, US",Southampton,7,1
448,3,female,5.0,2,1,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,C,1
449,1,male,52.0,0,0,"Toronto, Ontario, Canada",Southampton,6,1
450,2,male,36.0,1,2,"Bournemouth, Dorset, England",Southampton,,0
451,3,male,,1,0,"Skaare, Haugesund, Norway",Southampton,,0
452,1,male,30.0,0,0,"New York, New York, US",Southampton,,0
453,1,male,49.0,1,0,"Paris, France",Cherbourg,5,1
454,3,male,,0,0,"London, England",Southampton,,0
455,3,male,29.0,0,0,"Topolovac, Croatia",Cherbourg,15,1
456,1,male,65.0,0,0,"East Bridgewater, Massachusetts, US",Cherbourg,,0
457,1,female,,1,0,"Pittsburgh, Pennsylvania, US",Southampton,8,1
458,2,female,50.0,0,0,"Indianapolis, Indiana, US",Southampton,9,1
459,3,male,,0,0,"Boherbue, Cork, Ireland",Queenstown,,0
460,1,male,48.0,0,0,"New York, New York, US",Southampton,3,1
461,3,male,34.0,0,0,"Petworth, West Sussex, England",Southampton,,0
462,1,male,47.0,0,0,"St Annes-on-Sea, Lancashire, England, UK",Southampton,,0
463,2,male,48.0,0,0,"Odense, Denmark",Southampton,,0
464,3,male,,0,0,"London, England",Southampton,,0
465,3,male,38.0,0,0,"Calheta, Madeira, Portugal",Southampton,,0
466,2,male,,0,0,"Belfast, Ireland",Belfast,,0
467,1,male,56.0,0,0,"Kildale, North Yorkshire, England, UK",Southampton,,0
468,3,male,,0,0,"Rathkeale, Limerick, Ireland",Queenstown,,0
469,3,female,0.75,2,1,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,C,1
470,3,male,,0,0,"Rahway, New Jersey, US",Southampton,A,0
471,3,male,38.0,0,0,"Široka Kula, Croatia",Southampton,,0
472,2,female,33.0,1,2,"Bournemouth, Dorset, England",Southampton,10,1
473,2,female,23.0,0,0,New York City,Southampton,11,1
474,3,female,22.0,0,0,"Turku, Finland",Southampton,,0
475,1,male,,0,0,"Stoughton, Massachusetts, US",Southampton,,0
476,2,male,34.0,1,0,"Elizabeth, New Jersey, US",Southampton,,0
477,3,male,29.0,1,0,"Bridgerule, Devon, England",Southampton,,0
478,3,male,22.0,0,0,"Örebro, Sweden",Southampton,,0
479,3,female,2.0,0,1,"Taalintehdas, Finland",Southampton,15,1
480,3,male,9.0,5,2,"Fulham, England",Southampton,,0
481,2,male,,0,0,"Belfast, Northern Ireland, UK",Belfast,,0
482,3,male,50.0,0,0,"Sittingbourne, Kent, England",Southampton,,0
483,3,female,63.0,0,0,"Jalasjärvi, Southern Ostrobothnia, Finland",Southampton,15,1
484,1,male,25.0,1,0,"Dowagiac, Michigan, US",Cherbourg,7,1
485,3,female,,3,1,"Liévin, Pas-de-Calais, France",Southampton,,0
486,1,female,35.0,1,0,"New York, New York, US",Southampton,D,1
487,1,male,58.0,0,0,"Buffalo, New York, US",Cherbourg,,0
488,3,male,30.0,0,0,"Greatfield, Cheltenham, England",Southampton,,0
489,3,male,9.0,1,1,"London, England",Southampton,2,1
490,3,male,,1,0,"Skaare, Haugesund, Norway",Southampton,,0
491,3,male,21.0,0,0,"Cape Town, South Africa",Southampton,,0
492,1,male,55.0,0,0,"Montreal, Quebec, Canada",Southampton,,0
493,1,male,71.0,0,0,"Buenos Aires, Argentina",Cherbourg,,0
494,3,male,21.0,0,0,"Swanage, England",Southampton,,0
495,3,male,,0,0,"Hardîne, Lebanon",Cherbourg,,0
496,1,female,54.0,1,0,"Brookline, Massachusetts, US",Cherbourg,4,1
497,3,male,,0,0,"Bristol, Avon, England",Southampton,,0
498,1,female,25.0,1,2,"Montreal, Quebec, Canada",Southampton,,0
499,3,male,24.0,0,0,"Björkeberga, Skåne, Sweden",Southampton,,0
500,3,male,17.0,0,0,"Brezik, Croatia",Southampton,,0
501,3,female,21.0,0,0,"Tonacrick, Clare, Ireland",Queenstown,,0
502,3,female,,0,0,"Glenduff, Kerry, Ireland",Queenstown,,0
503,3,female,37.0,0,0,"Helsinki, Finland",Southampton,,0
504,1,female,16.0,0,0,"Vancouver, British Columbia, Canada",Southampton,8,1
505,1,male,18.0,1,0,"Madrid, Spain",Cherbourg,,0
506,2,female,33.0,0,2,"Plymouth, Devon, England",Southampton,11,1
507,1,male,,0,0,"Los Angeles, California, US",Southampton,9,1
508,3,male,28.0,0,0,"Bergen, Norway",Southampton,,0
509,3,male,26.0,0,0,"Hong Kong, China",Southampton,14,1
510,3,male,29.0,0,0,"Athlone, Westmeath, Ireland",Queenstown,B,1
511,3,male,,0,0,"San Francisco, US",Southampton,,0
512,1,male,36.0,0,0,"Philadelphia, Pennsylvania, US",Southampton,7,1
513,1,female,54.0,1,0,"New York, New York, US",Cherbourg,6,1
514,3,male,24.0,0,0,"Debnevo, Troyan, Bulgaria",Southampton,,0
515,1,male,47.0,0,0,"East Orange, New Jersey, US",Southampton,,0
516,2,female,34.0,0,0,"Chicago, Illinois, US",Southampton,14,1
517,3,male,,0,0,"Askeaton, Limerick, Ireland",Queenstown,,0
518,2,female,36.0,1,0,"Warwick, Warwickshire, England",Southampton,11,1
519,3,male,32.0,0,0,"Vagovina, Croatia",Southampton,,0
520,1,female,30.0,0,0,"Montreal, Quebec, Canada",Southampton,3,1
521,3,male,22.0,0,0,"Jesenice, Slovenia",Southampton,,0
522,3,male,,0,0,"Zgharta, Lebanon",Cherbourg,,0
523,1,female,44.0,0,1,"Chicago, Illinois, US",Cherbourg,4,1
524,3,male,,0,0,"Shana, Lebanon",Cherbourg,,0
525,3,male,40.5,0,0,"Killoe, Longford, Ireland",Queenstown,,0
526,2,female,50.0,0,0,"London, England",Southampton,13,1
527,1,male,,0,0,"New York, New York, US",Southampton,,0
528,3,male,39.0,0,0,"Aberdeen, Washington, US",Southampton,,0
529,2,male,23.0,2,1,"Akron, Ohio, US",Southampton,,0
530,2,female,2.0,1,1,"Plymouth, Devon, England",Southampton,11,1
531,3,male,,0,0,"Hardîne, Lebanon",Cherbourg,,0
532,3,male,17.0,1,1,"Kafr Mishki, Lebanon",Cherbourg,,0
533,3,female,,0,2,"Sar'al, Syria",Cherbourg,C,1
534,3,female,30.0,0,0,"Široka Kula, Croatia",Southampton,,0
535,2,female,7.0,0,2,"Ilford, Essex, England",Southampton,14,1
536,1,male,45.0,0,0,"Washington, DC, US",Southampton,,0
537,1,female,30.0,0,0,"Minneapolis, Minnesota, US",Cherbourg,2,1
538,3,male,,0,0,"Deal, Kent, England",Southampton,,0
539,1,female,22.0,0,2,"Zürich, Switzerland",Cherbourg,5,1
540,1,female,36.0,0,2,"Milwaukee, Wisconsin, US",Southampton,7,1
541,3,female,9.0,4,2,"Kisa, Östergötland, Sweden",Southampton,,0
542,3,female,11.0,4,2,"Kisa, Östergötland, Sweden",Southampton,,0
543,2,male,32.0,1,0,New York City,Southampton,13,1
544,1,male,50.0,1,0,"Minneapolis, Minnesota, US",Cherbourg,,0
545,1,male,64.0,0,0,"Shanklin, Isle of Wight, England, UK",Southampton,,0
546,2,female,19.0,1,0,"Norwich, Norfolk, England",Southampton,13,1
547,2,male,,0,0,"Barcelona, Catalonia, Spain",Cherbourg,9,1
548,3,male,33.0,1,1,"Strood, Kent, England",Southampton,,0
549,2,male,8.0,1,1,"St. Ives, Cornwall, England, UK",Southampton,14,1
550,1,male,17.0,0,2,"Haverford, Pennsylvania, US",Cherbourg,B,1
551,2,male,27.0,0,0,"London, England, UK",Southampton,,0
552,3,male,,0,0,"Drimoleague, Cork, Ireland",Queenstown,,0
553,3,male,22.0,0,0,"Toula, Lebanon",Cherbourg,6,1
554,3,female,22.0,0,0,"Mariestad, Västergötland, Sweden",Southampton,C,1
555,1,male,62.0,0,0,"Halifax, Nova Scotia, Canada",Southampton,,0
556,1,female,48.0,1,0,"London, England, UK",Cherbourg,1,1
557,1,male,,0,0,,,,0
558,1,female,39.0,1,1,"New York, New York, US",Southampton,8,1
559,3,female,36.0,1,0,"Tampico, Montana, US",Southampton,13,1
560,3,male,,0,0,"Rathfriland, Down, Ireland",Queenstown,,0
561,3,male,40.0,0,0,"Bosanska Krupa, Bosnia",Southampton,,0
562,2,male,28.0,0,0,"Glasgow, Scotland",Southampton,,0
563,3,male,,0,0,"Leigh, Kent, England",Southampton,,0
564,3,female,,0,0,"Eastbourne, East Sussex, England",Southampton,,0
565,3,male,24.0,2,0,"West Bromwich, Staffordshire, England",Southampton,,0
566,3,male,19.0,0,0,"Gumostnik, Lovec, Bulgaria",Southampton,,0
567,3,female,29.0,0,4,"Bjuv, Skåne, Sweden",Southampton,,0
568,3,male,,0,0,"Beirut, Lebanon",Cherbourg,,0
569,3,male,32.0,0,0,"Kalfsnäs, Småland, Sweden",Southampton,15,1
570,2,male,62.0,0,0,"London, England",Southampton,15,1
571,1,female,53.0,2,0,"New York, New York, US",Southampton,2,1
572,1,male,36.0,0,0,"Brooklyn, New York, US",Southampton,5,1
573,3,female,,0,0,"Castlepollard, Westmeath, Ireland",Queenstown,D,1
574,3,male,16.0,0,0,"Strood, Kent, England",Southampton,,0
575,3,male,19.0,0,0,"Wollaston, Northamptonshire, England",Southampton,,0
576,2,female,34.0,0,0,"Liverpool, Merseyside, England",Southampton,12,1
577,1,female,39.0,1,0,"Duluth, Minnesota, US",Cherbourg,11,1
578,3,female,,1,0,"Kfar Mechi, Syria",Cherbourg,,0
579,3,male,32.0,0,0,"Elimäki, Finland",Southampton,15,1
580,2,female,25.0,1,1,"London, England, UK",Southampton,12,1
581,1,female,39.0,1,1,"Haverford, Pennsylvania, US",Cherbourg,4,1
582,2,male,54.0,0,0,"Rochester, New York, US",Southampton,,0
583,1,male,36.0,0,0,"Winnipeg, Manitoba, Canada",Southampton,,0
584,3,male,,0,0,"Unknown, Unknown",Cherbourg,,0
585,1,female,18.0,0,2,"New York, New York, US",Southampton,8,1
586,2,male,47.0,0,0,"Stoneygate, Leicestershire, England",Southampton,,0
587,1,male,60.0,1,1,"Zürich, Switzerland",Cherbourg,5,1
588,3,male,22.0,0,0,"Abercynon, Glamorgan, Wales",Southampton,,0
589,3,male,,0,0,"London, England",Southampton,,0
590,3,male,35.0,0,0,"Kyyny, Finland",Southampton,,0
591,1,female,52.0,1,0,"Paris, France",Cherbourg,4,1
592,3,male,47.0,0,0,"Taunton, Somerset, England",Southampton,,0
593,3,female,,0,2,"Carrowskehine, Mayo, Ireland",Queenstown,,0
594,2,male,37.0,1,0,"Liskeard, Cornwall, England",Southampton,,0
595,3,male,36.0,1,1,"Kerksken, Belgium",Southampton,,0
596,2,female,,0,0,"London, England",Southampton,11,1
597,3,male,49.0,0,0,"Millwood, England",Southampton,,0
598,3,male,,0,0,"Kfar Mechi, Syria",Cherbourg,,0
599,1,male,49.0,1,0,"London, England, UK",Cherbourg,1,1
600,2,female,24.0,2,1,"London, England",Southampton,12,1
601,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
602,1,male,,0,0,"Washington, DC, US",Southampton,,0
603,3,male,44.0,0,0,"Unknown, Germany",Southampton,,0
604,1,male,35.0,0,0,"Indianapolis, Indiana, US",Southampton,15,1
605,3,male,36.0,1,0,"Helsingborg, Skåne, Sweden",Southampton,A,0
606,3,male,30.0,0,0,"Vagovina, Croatia",Southampton,,0
607,1,male,27.0,0,0,"Philadelphia, Pennsylvania, US",Southampton,3,1
608,2,female,22.0,1,2,"Paris, France",Cherbourg,14,1
609,1,female,40.0,0,0,"Greenwich, Connecticut, US",Southampton,3,1
610,3,female,39.0,1,5,"Kisa, Östergötland, Sweden",Southampton,,0
611,3,male,,0,0,"Calheta, Madeira, Portugal",Southampton,,0
612,3,female,,1,0,"Fostragh, Longford, Ireland",Queenstown,16,1
613,3,male,,0,0,"Unknown, Ireland",Queenstown,,0
614,3,male,35.0,0,0,"Broomfield, Essex, England",Southampton,,0
615,2,female,24.0,1,2,"Yeovil, Somerset, England",Southampton,9,1
616,3,male,34.0,1,1,"Göteborg, Västergötland, Sweden",Southampton,,0
617,3,female,26.0,1,0,"Scranton, Pennsylvania, US",Southampton,,0
618,2,female,4.0,2,1,"Guntur, Madras Province, British India",Southampton,11,1
619,2,male,26.0,0,0,"Guernsey, Channel Islands",Southampton,,0
620,3,male,27.0,1,0,"Unknown, Lebanon",Cherbourg,,0
621,1,male,42.0,1,0,"Boston, Massachusetts, US",Southampton,5,1
622,3,male,20.0,1,1,"Zgharta, Lebanon",Cherbourg,C,1
623,3,male,21.0,0,0,"Copenhagen, Denmark",Southampton,,0
624,3,male,21.0,0,0,"Treherbert, Glamorgan, Wales",Southampton,,0
625,1,male,61.0,0,0,"Haddonfield, New Jersey, US",Southampton,,0
626,2,male,57.0,0,0,"Glasgow, Scotland",Queenstown,,0
627,1,female,21.0,0,0,"Hudson, New York, US",Cherbourg,10,1
628,3,male,26.0,0,0,"Unknown, Bulgaria",Southampton,,0
629,3,male,,0,0,"Kingwilliamstown, Cork, Ireland",Queenstown,,0
630,1,male,80.0,0,0,"Hessle, East Yorkshire, England, UK",Southampton,B,1
631,3,male,51.0,0,0,"Fyrnan, Småland, Sweden",Southampton,,0
632,1,male,32.0,0,0,"Basel, Switzerland",Southampton,3,1
633,1,male,,0,0,"Belfast, Ireland, UK",Belfast,,0
634,3,female,9.0,3,2,"Hällekis, Västergötland, Sweden",Southampton,,0
635,2,female,28.0,0,0,"London, England, UK",Southampton,13,1
636,3,male,32.0,0,0,"Valitaipale, Finland",Southampton,,0
637,2,male,31.0,1,1,"Bishopstoke, Hampshire, England",Southampton,,0
638,3,female,41.0,0,5,"Ylihärmä, South Ostrobothnia, Finland",Southampton,,0
639,3,male,,1,0,"Maidstone, Kent, England",Southampton,,0
640,3,male,20.0,0,0,"Eskilstrup, Denmark",Southampton,,0
641,1,female,24.0,0,0,"Paris, France",Cherbourg,9,1
642,3,female,2.0,3,2,"Hällekis, Västergötland, Sweden",Southampton,,0
643,3,male,,0,0,"Hong Kong, China",Southampton,C,1
644,3,female,0.75,2,1,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,C,1
645,1,male,48.0,1,0,"New York, New York, US",Cherbourg,3,1
646,3,male,19.0,0,0,"Kricina, Croatia",Southampton,,0
647,1,male,56.0,0,0,"Basel, Switzerland",Southampton,3,1
648,3,male,,0,0,"Market Drayton, Shropshire, England",Southampton,,0
649,3,female,23.0,0,0,"Wallingford, Oxfordshire, England",Southampton,C,1
650,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
651,2,female,18.0,0,1,"Southampton, Hampshire, England, UK",Southampton,,1
652,3,male,21.0,0,0,"Etnesjøen, Hordaland Fylke, Norway",Southampton,,0
653,3,female,,0,0,"Kingwilliamstown, Cork, Ireland",Queenstown,13,1
654,3,female,18.0,0,0,"Whitechurch, Cork, Ireland",Queenstown,,0
655,2,male,24.0,2,0,"Fritham, Hampshire, England",Southampton,,0
656,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
657,3,female,32.0,1,1,"Carrowskehine, Mayo, Ireland",Queenstown,,0
658,2,male,23.0,0,0,"London, England, UK",Southampton,,0
659,1,male,58.0,0,2,"Lexington, Massachusetts, US",Cherbourg,,0
660,1,male,50.0,2,0,"London, England, UK",Southampton,5,1
661,3,male,40.0,0,0,"Tripoli, Lebanon",Cherbourg,,0
662,1,male,47.0,0,0,"Dublin, Ireland, UK[note 1]",Southampton,,0
663,3,male,36.0,0,0,"Gumostnik, Lovec, Bulgaria",Southampton,,0
664,3,male,20.0,1,0,"Taalintehdas, Finland",Southampton,15,1
665,2,male,32.0,2,0,"Fritham, Hampshire, England",Southampton,,0
666,2,male,25.0,0,0,"Southsea, Hampshire, England",Southampton,,0
667,3,male,,0,0,"Hogstad, Norway",Southampton,,0
668,3,male,43.0,0,0,"Unknown (Estonia?), Russia (Estonia?)",Southampton,,0
669,1,female,,1,0,"London, England, UK",Southampton,5,1
670,2,female,40.0,1,1,"Cape Town, South Africa, UK",Southampton,14,1
671,1,male,31.0,1,0,"Montreal, Quebec, Canada",Southampton,,0
672,2,male,70.0,0,0,"Guernsey, Channel Islands",Southampton,,0
673,2,male,31.0,0,0,"London, England",Southampton,9,1
674,2,male,,0,0,"Belfast, Northern Ireland, UK",Belfast,,0
675,3,male,18.0,0,0,"Tofta, Uppland, Sweden",Southampton,,0
676,3,male,24.5,0,0,"Basingstoke, Hampshire, England",Southampton,,0
677,3,female,18.0,0,0,"Oulainen, Oulu, Finland",Southampton,15,1
678,3,female,43.0,1,6,"Fulham, England",Southampton,,0
679,1,male,36.0,0,1,"Germantown, Pennsylvania, US",Cherbourg,3,1
680,3,female,,0,0,"Cahir, Tipperary, Ireland",Queenstown,,0
681,1,male,27.0,0,0,"Cairo, Egypt",Cherbourg,3,1
682,3,male,20.0,0,0,"Vikersund, Norway",Southampton,,0
683,3,male,14.0,5,2,"Fulham, England",Southampton,,0
684,2,male,60.0,1,1,"Cape Town, South Africa, UK[note 4]",Southampton,,0
685,2,male,25.0,1,2,"Paris, France",Cherbourg,,0
686,3,male,14.0,4,1,"Ylihärmä, South Ostrobothnia, Finland",Southampton,,0
687,3,male,19.0,0,0,"Gornji Miholjac, Croatia",Southampton,,0
688,3,male,18.0,0,0,"Björkeberga, Skåne, Sweden",Southampton,,0
689,1,female,15.0,0,1,"St Louis, Missouri, US",Southampton,2,1
690,1,male,31.0,1,0,"Calgary, Alberta, Canada",Southampton,3,1
691,3,female,4.0,0,1,"Milje, Slovenia",Southampton,15,1
692,3,male,,0,0,"Hong Kong, China",Southampton,C,1
693,3,male,25.0,0,0,"Kfar Mechi, Syria",Cherbourg,,0
694,1,male,60.0,0,0,"New York, New York, US",Southampton,,0
695,2,male,52.0,0,0,"Bronx, New York, US",Southampton,,0
696,3,male,44.0,0,0,"Leixlip, Kildare, Ireland",Queenstown,,0
696,3,male,44.0,0,0,"Leixlip, Kildare, Ireland",Queenstown,,0
697,3,female,,0,0,"Esker, Longford, Ireland",Queenstown,16,1
698,1,male,49.0,1,1,"Haverford, Pennsylvania, US",Cherbourg,,0
699,3,male,42.0,0,0,"Borgund, Møre og Romsdal, Norway",Southampton,,0
700,1,female,18.0,1,0,"New York, New York, US",Cherbourg,4,1
701,1,male,35.0,0,0,"St Louis, Missouri, US",Southampton,5,1
702,3,female,18.0,0,1,"Kafr Mishki, Lebanon",Cherbourg,,0
703,3,male,25.0,0,0,"Caltra, Galway, Ireland",Queenstown,,0
704,3,male,26.0,1,0,"Holeby, Storstrøm, Denmark",Southampton,,0
705,2,male,39.0,0,0,"Birmingham, Worcester, England",Southampton,,0
706,2,female,45.0,0,0,"London, England",Southampton,9,1
707,1,male,42.0,0,0,"New York, New York, US",Southampton,5,1
708,1,female,22.0,0,0,"London, England, UK",Southampton,11,1
709,3,male,,1,1,"Hardîne, Lebanon",Cherbourg,C,1
710,1,female,24.0,0,0,"Brussels, Belgium",Cherbourg,6,1
711,1,male,,0,0,"Portland, Oregon, US",Southampton,,0
712,1,male,48.0,1,0,"London, England, UK",Southampton,5,1
713,3,male,29.0,0,0,"Stamford, Connecticut, US",Southampton,,0
714,2,male,52.0,0,0,"Bronx, New York, US",Southampton,,0
715,3,male,19.0,0,0,"Ålesund, Møre og Romsdal, Norway",Southampton,,0
716,1,female,38.0,0,0,"New York, New York, US",Cherbourg,4,1
717,2,female,27.0,0,0,"Bath, Somerset, England",Southampton,16,1
718,3,male,,0,0,"Dublin, Ireland",Queenstown,,0
719,3,male,33.0,0,0,"Minneapolis, Minnesota, US",Southampton,,0
720,2,female,6.0,0,1,"London, England",Southampton,11,1
721,3,male,17.0,1,0,"Eskilstrup, Denmark",Southampton,,0
722,2,male,34.0,0,0,"Abbeyleix, Laois, Ireland[note 1]",Southampton,,0
723,2,male,50.0,0,0,"Southampton, Hampshire, England",Southampton,,0
724,1,male,27.0,1,0,"New York, New York, US",Southampton,5,1
725,3,male,20.0,0,0,"Konjsko Brdo, Croatia",Southampton,,0
726,2,female,30.0,3,0,"Elizabeth, New Jersey, US",Southampton,12,1
727,3,female,,0,0,"Caltra, Galway, Ireland",Queenstown,16,1
728,2,male,25.0,1,0,"Skara, Västergötland, Sweden",Southampton,,0
729,3,female,25.0,1,0,"Paavola, Northern Ostrobothnia, Finland",Southampton,,0
730,1,female,29.0,0,0,"St Louis, Missouri, US",Southampton,2,1
731,3,male,11.0,0,0,"Fredericksburg, Virginia, US",Cherbourg,,0
732,2,male,,0,0,"Belfast, Ireland",Belfast,,0
733,2,male,23.0,0,0,"St. Ives, Cornwall, England",Southampton,,0
734,2,male,23.0,0,0,"London, England",Southampton,,0
735,3,male,28.5,0,0,"Tonypandy, Glamorgan, Wales",Southampton,,0
736,3,female,48.0,1,3,"Rotherfield, East Sussex, England",Southampton,,0
737,1,male,35.0,0,0,"Germantown, Pennsylvania, US",Cherbourg,3,1
738,3,male,,0,0,"Malka Ribnya, Troyan, Bulgaria",Southampton,,0
739,3,male,,0,0,"Unknown, Bulgaria",Southampton,,0
740,1,male,,0,0,"Kingston, Surrey, England, UK",Southampton,3,1
741,1,male,36.0,1,0,"London, England, UK",Southampton,,0
742,1,female,21.0,2,2,"Cooperstown, New York, US",Cherbourg,4,1
743,3,male,24.0,1,0,"Convoy, Donegal, Ireland, England",Southampton,,0
744,3,male,31.0,0,0,"Muljula, Kitee, Finland",Southampton,9,1
745,1,male,70.0,1,1,"Milwaukee, Wisconsin, US",Southampton,,0
746,3,male,16.0,1,1,"East Providence, Rhode Island, US",Southampton,,0
747,2,female,30.0,0,0,"Turku, Finland, Russian Empire[note 6]",Southampton,10,1
748,1,male,19.0,1,0,"New York, New York, US",Southampton,,0
749,3,male,31.0,0,0,"Brooklyn, New York, US",Queenstown,,0
750,2,female,4.0,1,1,"Heamoor, Cornwall, England",Southampton,14,1
751,3,male,6.0,0,1,"Unknown, Russia",Southampton,14,1
752,3,male,33.0,0,0,"Denderhoutem, Belgium",Southampton,,0
753,3,male,23.0,0,0,"Gumostnik, Lovec, Bulgaria",Southampton,,0
754,2,female,48.0,1,2,"Yeovil, Somerset, England",Southampton,9,1
755,2,male,0.67,1,1,"Detroit, Michigan, US",Southampton,4,1
756,3,male,28.0,0,0,"Dagsås, Halland, Sweden",Southampton,,0
757,2,male,18.0,0,0,"Penzance, Cornwall, England",Southampton,,0
758,3,male,34.0,0,0,"Strood, Kent, England",Southampton,,0
759,1,female,33.0,0,0,"Vancouver, British Columbia, Canada",Southampton,8,1
760,3,male,,0,0,"Wollaston, Northamptonshire, England",Southampton,,0
761,3,male,41.0,0,0,"Kauhajoki, Finland",Southampton,,0
762,3,male,20.0,0,0,"Hardîne, Lebanon",Cherbourg,15,1
763,1,female,36.0,1,2,"Bryn Mawr, Pennsylvania, US",Southampton,4,1
764,3,male,16.0,0,0,"Kårberg, Örebro, Sweden",Southampton,,0
765,1,female,51.0,1,0,"Hudson, New York, US",Cherbourg,10,1
766,1,male,,0,0,"Philadelphia, Pennsylvania, US",Cherbourg,,0
767,3,female,30.5,0,0,"Carrowkehine, Mayo, Ireland",Queenstown,,0
